Channel,ID,Prompt,Date
newbies 86,9.32E+17,Real estate photograph of a multifamily brutalist concrete minimal modern home with three connected buildings  large glass windows  red metal accents  and a big wooden front door  ,4/10/2023
newbies 86,5.28E+17,stratified cliff texture with soil  orthographic  substance designer photoreal pbr  ,4/10/2023
newbies 86,4.38E+17,25 year old green goblin woman is spinning a staff with fire on the end  in a lush green forrest  fantasy realism  cinematic lighting  volumetric lighting  8k render  unreal engine  ultra realistic  extreme detail  moody lighting  accent lighting  colour grading  backlight  high contrast  depth of field  ,4/10/2023
newbies 86,1.05E+18,EXTERNALURL    fantasy art  psychedelic  colorful fantasy  hd  octane render  art Nouveau  post apocalyptic  hyperrealism  neon highlights  Japanese retro style   3D vaporwave,4/10/2023
newbies 173,8.95E+17,1980s foggy and big ben and houses of parliment hyper photo realistic  cinematic lighting  8k  ,4/10/2023
newbies 47,1.05E+18,black and white photo of a confused gorilla looking at the ground  in the style of celebrity portraits with personality  solarization effect  nikon d850  poignant portraits  national geographic photo  emotionally charged portraits  realistic oil portraits  ,4/10/2023
newbies 47,7.70E+17,Editorial Style photo  High Angle  Japandi  Dining Room  Minimalist Wooden Dining Set  Wood  Ceramic  Simple Lines  Earthy  Beige  HAY  Soft  Ambient  Eco   friendly Home  Afternoon  Warm  Inviting  Japanese   Scandinavian Fusion  ,4/10/2023
newbies 77,5.86E+17,the department of creative kittens in business clothes  standing in the office and discussing the presentation  the head is a kitten woman with a bow  ultra realistic,4/10/2023
newbies 13,1.08E+18,EXTERNALURL  a design of a white paper document 6 pages  high amount of graphics  infographics  stock images  group tourism  travel experience  icons  typography  color blocks to highlight key sections  ,4/10/2023
newbies 13,1.09E+18,photo for advertisement of wardrobe review with stylist  Stylish  high fashion  The model looks directly into the camera  exuding confidence and beauty  super realistic  still photo  detailed  50 mm  Nikon D3500  4K  8K  dramatic lighting  hyper realistic  incandescent  natural lighting  50mm  80mm  100mm  200mm  highly detailed  focused  HDR  UHD  ,4/10/2023
newbies 26,1.09E+18,santa clause hanging christmas lights on the outside of a house  stunning  magical  ultra HD  realistic  4K,4/10/2023
newbies 3,1.06E+18,perfect clarnett design for woman,4/10/2023
newbies 47,7.88E+17,the impact of design in our day  poster 2d  minimalist  professional,4/10/2023
newbies 47,1.09E+18,EXTERNALURL  A higly detail  8k  more extremely close up  inside of the eye of this cyborg realistic woman  you reflections of the sea landscape on his iris  wet and surrounded by waves of a dark water sea  Cinematic Still Shot  enphasis inside the eye  cinematic lighting,4/10/2023
newbies 43,3.83E+17,jesus on spring break tshirt design,4/10/2023
newbies 3,1.09E+18,purple bulldog eating a green frog,4/10/2023
newbies 47,9.97E+17,a diagram showing different cuts of diamonds using line art,4/10/2023
newbies 47,1.09E+18,a logo for a womens vacation wear boutique   the logo should contain an photo of a pink rose of sharon  realistic  vibrant  ,4/10/2023
newbies 56,7.52E+17,Many characters from famous movie franchises together,4/10/2023
newbies 113,4.44E+17,EXTERNALURL  in space with space suits   4K   Futuristic,4/10/2023
newbies 113,1.09E+18,headshot of black woman with art in pixel art style  ,4/10/2023
newbies 113,8.65E+17,blue flowers in a white background  painting style  high details,4/10/2023
newbies 113,8.80E+17,david bowie in space,4/10/2023
newbies 113,1.09E+18,A talking rainbow for children,4/10/2023
newbies 113,4.30E+17,Walter from The Muppets movie having a birthday,4/10/2023
newbies 113,1.08E+18,camp place  volks wagen mini van with awning  no people  string on trees  daylight  cartoon style  realistic,4/10/2023
newbies 113,1.10E+18,a woman from the back  wearing jeans and smiling  hyper realistic  4k  high details,4/10/2023
newbies 113,1.09E+18,blonde woman walking on the beach  seaguls,4/10/2023
newbies 113,1.09E+18,rough pencil sketch of uchiha sasuke  ,4/10/2023
newbies 113,1.09E+18,Mav Man  a five year old man  superhero  red costume  blonde hair  blue eyes  pixar style,4/10/2023
newbies 113,9.32E+17,the first 16k tv with so many connections and wireless connectivity 120â€ real life,4/10/2023
newbies 113,6.44E+17,Lets bring Hawaiian mythology to life in a Marvel comic book style  Generate an AI photo of Hina  the Goddess of the Moon  taking a moment of peaceful contemplation at a stunning waterfall  Hinas Polynesian heritage is evident in her beautiful tan skin  and the rainbow overhead is a symbol of her divine power  With a sense of calm and serenity  Hina radiates grace and strength  captivating all who behold her in this awe inspiring scene ,4/10/2023
newbies 143,1.10E+18,logo for a Bitcoin exchange website based in Martinique  Using the following elements as inspiration  create a logo that represents the islands culture and identityThe silhouette of Mount PelÃ©e  symbolizing strength and resilience A palm leaf  representing the tropical flora of the island A glass of rum  evoking the culture of celebration and conviviality A hummingbird  representing the speed and agility required in the exchange of Bitcoin The name of the website  Bitcoin mq  in uppercase letters and a modern font Your logo should be designed in warm  vibrant colors  incorporating a gradient that ranges from golden yellow to scarlet red  conveying energy and vitality  Consider how these elements and colors can be combined in a unique and visually striking way to create a memorable logo that reflects the culture and identity of Martinique ,4/10/2023
newbies 143,1.07E+18,realistic photograph of brown magic mushrooms with colorful overlay,4/10/2023
newbies 143,9.99E+17,Product shot bottle of mezcal embedded in the earth  photography  16k Â³  High light  High detailed  Cimematic lighting  Photorealistic  Highy intricate  Ultra high  8k   HDR  ,4/10/2023
newbies 143,1.10E+18,2027 YAMAHA MT09 MODEL,4/10/2023
newbies 143,4.00E+17,single idea for streetwear brand logo,4/10/2023
newbies 173,7.19E+17,But the evil Gaspard A very jealous old owl Learning that  he is angry Since then  every night He proclaims his wrath ,4/10/2023
newbies 173,9.21E+17,the ringtail  striking black and white striped tails  Grand Canyon National Park  sharp focus  cinematic shot  ,4/10/2023
newbies 173,1.02E+18,San Francisco street  Young blonde woman skateboarding  In the style of Charles Harker ,4/10/2023
newbies 173,1.09E+18,sticker pig Moebius comic drawing style post apocalyptic punk happy black and white photo realistic high detail  white background  cyberpunk cute and happy minimalism  contemporary  ,4/10/2023
newbies 173,7.13E+17,EXTERNALURL  show the front view of the animal and add long long teeth and one horn,4/10/2023
newbies 173,4.67E+17,springtime writing circle in a city  women  hundertwasser,4/10/2023
newbies 3,3.14E+17,to love the times we have black and white scary story  ,4/10/2023
newbies 3,1.09E+18,a noir photo of a samurai warrior getting ready for battle  ,4/10/2023
newbies 3,1.10E+18,man drawing cat door design on paper  a room with messy furniture  8k,4/10/2023
newbies 3,1.10E+18,for coloring Red fox jumping in a puddle,4/10/2023
newbies 3,1.10E+18,a years old womans bedroom with her father standing in the doorway while she is sitting on the floor playing  she is wearing pajamas  she looks up at him  the room has a window and outside the sun is shining  two birds are outside singing while sitting on a tree  branch childrens book style  ,4/10/2023
newbies 3,1.03E+18,Greeting card as an architectural sketch  architectural dimensions  dimensions details  muslim style  Muslim crescent  crescent moon  sketch style  white background  colorful  with an uppercase phrase  4k  ultra detailed  ,4/10/2023
newbies 3,1.07E+18,logo for HR company working in IT in flat UI,4/10/2023
newbies 3,1.08E+18,tranparent vintage tshirt design photo of a reggae themed sunflower,4/10/2023
newbies 33,9.83E+17,a logo of a doorway with two doors in the shape of faces looking at each other  The door is open  One is the face of a man and the other a woman  The faces are in the style of ancient greek sculpture ,4/10/2023
newbies 33,1.09E+18,logo for a company called seeds and beans,4/10/2023
newbies 33,1.01E+18,Jesus in starfleet uniform from star trek,4/10/2023
newbies 33,1.06E+18,a business card with a background of pink banknotes and the initials L A arranged in the center of the card in the same way as the letters of the logo of the louis vuitton brand,4/10/2023
newbies 33,1.09E+18,A Victorian vintage room  rustic  floral flowers  studio lighting  hyperrealistic  photorealistic  highly detailed  8K   ,4/10/2023
newbies 33,1.09E+18,EXTERNALURL  as dora the explorer,4/10/2023
newbies 33,1.08E+18,EXTERNALURL  broad chested  wearing business casual short sleeve  button up shirt  sitting at table with laptop in blurred foreground,4/10/2023
newbies 33,1.09E+18,40 year old woman of middle eastern appearance with long black curly hair  Close up view  She is wearing a first century ivory colored linen robe wearing a long scarlet red first century robe over it  There is a desert landscape behind her  photo realistic,4/10/2023
newbies 33,9.85E+17,A portrait of the 14 year old president of usa in 1925  masterpeice  highly detailed  q 4,4/10/2023
newbies 33,3.38E+17,aliens from mars,4/10/2023
newbies 63,1.05E+18,Inspired by An_Kle pencil drawing illustrations  back to school clipart  backpack  cartoon  playfull  happiness  colorfull  hyper realistic  isolate on white background,4/10/2023
newbies 63,1.07E+18,Realistic  african outdoor bar called ENB  cocktail atmosphere  dj  drinks  with young african womans  young african mans music  ,4/10/2023
newbies 63,1.07E+18,a photo of forest animals dancing  peacocks  parrots  canes  woodpeckers  langurs  brown squirrels  ,4/10/2023
newbies 63,1.05E+18,empty product display podium   orange color  cinematic shoot   ultra  orange color background   8k   high detailed   v__5,4/10/2023
newbies 63,3.66E+17,a realistic dragon with cyberpunk upgrades  cyberpunk city in the background  ,4/10/2023
newbies 93,8.73E+17,common tern  lino cut style  detailed  8k,4/10/2023
newbies 93,1.07E+18,leonardo DiCaprio jordan belfort looking male man  tan skin  street style  fashion shoot  powerful  confident  Augusta masters looming blurred slightly in background  golfing with wife looks beautiful and Gucci outfit  photo appears was shot on Fujifilm Pro 400H  ,4/10/2023
