Channel,ID,Prompt,Date,Tokenized Text,Adjectives Removed,Stemmed Tokens
newbies 3,5.13E+17,balinese bali coffee shop interior no people award winning photography very realistic 1600K sony a7riii,4/8/2023,"['bali', 'coffee', 'shop', 'people', 'award', 'winning', 'photography', '1600k', 'sony', 'a7riii']","['coffee', 'shop', 'people', 'award', 'winning', 'photography', '1600k', 'sony', 'a7riii']","['bali', 'coffe', 'shop', 'peopl', 'award', 'win', 'photographi', '1600k', 'soni', 'a7riii']"
newbies 3,9.99E+17,retro sticker high detailed Illustration  white background  ,4/8/2023,"['retro', 'sticker', 'illustration', 'background']","['retro', 'sticker', 'illustration', 'background']","['retro', 'sticker', 'illustr', 'background']"
newbies 3,8.04E+17,A World of Wonder,4/8/2023,"['world', 'wonder']","['world', 'wonder']","['world', 'wonder']"
newbies 3,1.09E+18,iranian 30 yearsold girl is The captain of the large ship on deck  ,4/8/2023,"['30', 'girl', 'captain', 'ship', 'deck']","['30', 'girl', 'captain', 'ship', 'deck']","['30', 'girl', 'captain', 'ship', 'deck']"
newbies 3,7.94E+17,In the Avengers group photo from their school trip  they are all wearing casual clothing and standing together with wide smiles  creating a friendly and lively atmosphere  The picturesque background features a famous landmark  which emphasizes their bond as they explore and learn together on their educational journey ,4/8/2023,"['avengers', 'group', 'photo', 'school', 'trip', 'wearing', 'clothing', 'standing', 'together', 'smiles', 'creating', 'lively', 'atmosphere', 'picturesque', 'background', 'features', 'landmark', 'emphasizes', 'bond', 'explore', 'learn', 'together', 'journey']","['avengers', 'group', 'photo', 'school', 'trip', 'wearing', 'clothing', 'standing', 'together', 'smiles', 'creating', 'lively', 'picturesque', 'background', 'features', 'emphasizes', 'bond', 'explore', 'learn', 'together', 'journey']","['aveng', 'group', 'photo', 'school', 'trip', 'wear', 'cloth', 'stand', 'togeth', 'smile', 'creat', 'live', 'atmospher', 'picturesqu', 'background', 'featur', 'landmark', 'emphas', 'bond', 'explor', 'learn', 'togeth', 'journey']"
newbies 3,6.90E+17,a world where humans never existed  ultra realistic  award winning photography  long shot  Nature  no human  trees and animals  ,4/8/2023,"['world', 'humans', 'never', 'existed', 'award', 'winning', 'photography', 'long', 'nature', 'trees', 'animals']","['world', 'humans', 'never', 'existed', 'award', 'winning', 'photography', 'nature', 'trees', 'animals']","['world', 'human', 'never', 'exist', 'award', 'win', 'photographi', 'long', 'natur', 'tree', 'anim']"
newbies 3,1.09E+18,a man with long curly hair and big glasses,4/8/2023,"['man', 'hair', 'glasses']","['man', 'hair', 'glasses']","['man', 'hair', 'glass']"
newbies 3,1.07E+18,a big smile with shining white teeth  dark background  ultra detailed  realistic  8k   ,4/8/2023,"['smile', 'shining', 'teeth', 'background', 'detailed', '8k']","['shining', 'teeth', 'background', 'detailed', '8k']","['smile', 'shine', 'teeth', 'background', 'detail', '8k']"
newbies 3,2.40E+17,personal finance background for powerBi  It has no data visualizations on it  just the design  It should have a mixture of dark and shades of green as well as grays and blacks  A ribbon runs across the header  in light green ,4/8/2023,"['finance', 'background', 'powerbi', 'data', 'visualizations', 'design', 'mixture', 'dark', 'shades', 'well', 'grays', 'blacks', 'ribbon', 'runs', 'across', 'header', 'light', 'green']","['finance', 'background', 'powerbi', 'data', 'visualizations', 'design', 'mixture', 'dark', 'shades', 'well', 'grays', 'blacks', 'ribbon', 'runs', 'across', 'header', 'light']","['financ', 'background', 'powerbi', 'data', 'visual', 'design', 'mixtur', 'dark', 'shade', 'well', 'gray', 'black', 'ribbon', 'run', 'across', 'header', 'light', 'green']"
newbies 3,8.42E+17,A 1983 teal camaro driving toward the camera  wet  sunset  palm trees  dramatic lighting  real  photography  Photorealistic  ,4/8/2023,"['1983', 'teal', 'camaro', 'driving', 'toward', 'camera', 'wet', 'sunset', 'palm', 'trees', 'lighting', 'photography', 'photorealistic']","['1983', 'teal', 'camaro', 'driving', 'toward', 'camera', 'wet', 'sunset', 'palm', 'trees', 'lighting', 'photography']","['1983', 'teal', 'camaro', 'drive', 'toward', 'camera', 'wet', 'sunset', 'palm', 'tree', 'light', 'photographi', 'photorealist']"
newbies 33,1.09E+18,rocket power surfing in mars,4/8/2023,"['rocket', 'power', 'surfing', 'mars']","['rocket', 'power', 'surfing', 'mars']","['rocket', 'power', 'surf', 'mar']"
newbies 33,1.09E+18,EXTERNALURL  cartoon 3d  cute 4 year old cute young girl  pixar style  long curly brown hair  on a disney pixar horse  fluffy hair  blurry forest in background  princess  adorable  chubby cute young face  ,4/8/2023,"['externalurl', 'cartoon', '3d', 'cute', '4', 'year', 'cute', 'girl', 'style', 'long', 'curly', 'hair', 'disney', 'pixar', 'horse', 'hair', 'blurry', 'background', 'princess', 'chubby', 'cute', 'face']","['externalurl', 'cartoon', '3d', 'cute', '4', 'year', 'cute', 'girl', 'style', 'long', 'curly', 'hair', 'disney', 'pixar', 'horse', 'hair', 'blurry', 'background', 'princess', 'chubby', 'cute', 'face']","['externalurl', 'cartoon', '3d', 'cute', '4', 'year', 'cute', 'girl', 'style', 'long', 'curli', 'hair', 'disney', 'pixar', 'hors', 'hair', 'blurri', 'background', 'princess', 'chubbi', 'cute', 'face']"
newbies 33,4.51E+17,EXTERNALURL  this boy is inside a screen and there he meets his dog  The boy is surprised  the landscape is a green and sunny meadow  Pixar style   ,4/8/2023,"['externalurl', 'boy', 'inside', 'screen', 'meets', 'dog', 'boy', 'surprised', 'landscape', 'meadow', 'pixar', 'style']","['externalurl', 'inside', 'meets', 'dog', 'boy', 'landscape', 'meadow', 'pixar', 'style']","['externalurl', 'boy', 'insid', 'screen', 'meet', 'dog', 'boy', 'surpris', 'landscap', 'meadow', 'pixar', 'style']"
newbies 33,1.09E+18,coffee packaging   a̤ai   a̤ai coffee   black   gold   nature   future   brazil   organic   vegan   health   caffeine free   gluten free   realistic,4/8/2023,"['coffee', 'packaging', 'coffee', 'gold', 'nature', 'brazil', 'health', 'caffeine', 'gluten']","['coffee', 'packaging', 'coffee', 'gold', 'nature', 'brazil', 'health', 'caffeine', 'gluten']","['coffe', 'packag', 'coffe', 'gold', 'natur', 'brazil', 'health', 'caffein', 'gluten']"
newbies 33,1.08E+18,EXTERNALURL  A young lady listening speech with many people together by water color,4/8/2023,"['externalurl', 'lady', 'listening', 'speech', 'people', 'together', 'water', 'color']","['lady', 'listening', 'people', 'together', 'water', 'color']","['externalurl', 'ladi', 'listen', 'speech', 'peopl', 'togeth', 'water', 'color']"
newbies 33,7.87E+17,Italian editorial photography + hyper realistic + catwalk in Duomo di Milano + Artist Yves Saint Laurent + flowing material + models on runway + cinematic atmosphere +  ,4/8/2023,"['editorial', 'photography', '+', 'hyper', '+', 'catwalk', 'duomo', 'milano', '+', 'artist', 'yves', 'saint', 'laurent', '+', 'flowing', 'material', '+', 'models', 'runway', '+', 'cinematic', 'atmosphere', '+']","['editorial', 'photography', '+', 'hyper', '+', 'catwalk', 'duomo', 'milano', '+', 'artist', 'yves', 'saint', '+', 'flowing', 'material', '+', 'models', 'runway', 'atmosphere', '+']","['editori', 'photographi', '+', 'hyper', '+', 'catwalk', 'duomo', 'milano', '+', 'artist', 'yve', 'saint', 'laurent', '+', 'flow', 'materi', '+', 'model', 'runway', '+', 'cinemat', 'atmospher', '+']"
newbies 63,5.98E+17,Create an image of a lush forest  content  using an oil painting technique  medium  that echoes the vibrant landscapes of Thomas Kinkade  style   Surround a crystal clear  light blue lake with the vivid foliage of the forest  colors   and illuminate the scene with soft  natural daylight filtering through the trees  lighting   In the composition  include a UFO hovering over the lake  casting a focused beam of light onto a ballerina gracefully performing an arabesque in the middle of the water  Capture this moment with a medium telephoto lens  showcasing the stunning backdrop and the surreal interaction between the UFO and the dancer  composition    ,4/8/2023,"['create', 'image', 'forest', 'content', 'using', 'oil', 'painting', 'technique', 'medium', 'echoes', 'landscapes', 'thomas', 'kinkade', 'style', 'surround', 'light', 'blue', 'lake', 'foliage', 'colors', 'illuminate', 'scene', 'daylight', 'filtering', 'trees', 'lighting', 'composition', 'include', 'ufo', 'hovering', 'lake', 'casting', 'beam', 'onto', 'ballerina', 'gracefully', 'performing', 'arabesque', 'middle', 'water', 'capture', 'moment', 'medium', 'telephoto', 'lens', 'showcasing', 'backdrop', 'interaction', 'ufo', 'dancer', 'composition']","['create', 'image', 'content', 'using', 'oil', 'painting', 'technique', 'medium', 'echoes', 'landscapes', 'kinkade', 'style', 'surround', 'light', 'foliage', 'colors', 'illuminate', 'scene', 'daylight', 'filtering', 'trees', 'lighting', 'composition', 'include', 'hovering', 'lake', 'casting', 'beam', 'onto', 'ballerina', 'gracefully', 'performing', 'arabesque', 'water', 'capture', 'moment', 'medium', 'telephoto', 'lens', 'showcasing', 'backdrop', 'interaction', 'dancer', 'composition']","['creat', 'imag', 'forest', 'content', 'use', 'oil', 'paint', 'techniqu', 'medium', 'echo', 'landscap', 'thoma', 'kinkad', 'style', 'surround', 'light', 'blue', 'lake', 'foliag', 'color', 'illumin', 'scene', 'daylight', 'filter', 'tree', 'light', 'composit', 'includ', 'ufo', 'hover', 'lake', 'cast', 'beam', 'onto', 'ballerina', 'grace', 'perform', 'arabesqu', 'middl', 'water', 'captur', 'moment', 'medium', 'telephoto', 'len', 'showcas', 'backdrop', 'interact', 'ufo', 'dancer', 'composit']"
newbies 63,7.20E+17,sculpture of Sierpinski Carpet fractal cubes in wood joined by asymmetric metal partiality merged with the cube  ,4/8/2023,"['sculpture', 'sierpinski', 'carpet', 'cubes', 'wood', 'joined', 'metal', 'partiality', 'merged', 'cube']","['sculpture', 'sierpinski', 'carpet', 'cubes', 'wood', 'joined', 'partiality', 'merged', 'cube']","['sculptur', 'sierpinski', 'carpet', 'cube', 'wood', 'join', 'metal', 'partial', 'merg', 'cube']"
newbies 63,6.42E+17,huge sci fi dreadnought battleship  ,4/8/2023,"['sci', 'fi', 'dreadnought', 'battleship']","['sci', 'fi', 'dreadnought', 'battleship']","['sci', 'fi', 'dreadnought', 'battleship']"
newbies 63,5.30E+17,storyboard  style  dwarf fight troll black and wight,4/8/2023,"['style', 'dwarf', 'fight', 'troll']","['style', 'dwarf', 'fight', 'troll']","['style', 'dwarf', 'fight', 'troll']"
newbies 63,1.09E+18,watercolor wild flowers clipart  transparent background  clean  floral  ,4/8/2023,"['watercolor', 'flowers', 'clipart', 'transparent', 'background']","['watercolor', 'flowers', 'clipart', 'transparent', 'background']","['watercolor', 'flower', 'clipart', 'transpar', 'background']"
newbies 63,6.89E+17,A huge spaceship with three arms in the universe  ,4/8/2023,"['spaceship', 'three', 'arms', 'universe']","['spaceship', 'three', 'arms']","['spaceship', 'three', 'arm', 'univers']"
newbies 63,1.09E+18,4k  2500 x 2500 pixels  Hard Rock casino and caf̩  people  eating  happy  detailed  look inside the restaurant  tables  chairs  cooks in the background  waitress  highlight an extravagant colors  all colors  including purple  blue turquoise  aqua  red velvet green yellow,4/8/2023,"['4k', '2500', 'x', '2500', 'pixels', 'hard', 'rock', 'casino', 'people', 'eating', 'look', 'inside', 'restaurant', 'tables', 'chairs', 'cooks', 'background', 'waitress', 'highlight', 'colors', 'colors', 'including', 'turquoise', 'aqua', 'velvet', 'yellow']","['4k', '2500', 'x', '2500', 'pixels', 'rock', 'casino', 'people', 'eating', 'look', 'inside', 'restaurant', 'tables', 'chairs', 'cooks', 'background', 'waitress', 'highlight', 'colors', 'colors', 'including', 'turquoise', 'aqua', 'velvet', 'yellow']","['4k', '2500', 'x', '2500', 'pixel', 'hard', 'rock', 'casino', 'peopl', 'eat', 'look', 'insid', 'restaur', 'tabl', 'chair', 'cook', 'background', 'waitress', 'highlight', 'color', 'color', 'includ', 'turquois', 'aqua', 'velvet', 'yellow']"
newbies 63,1.09E+18,Thom browne took inspiration from the contemporary Korean clothing  Modern Hanbok  for their 2023 F W fashion shoot with European models  featuring calm  solid and monochromatic designs without any patterns  Took with DSLR high wuility,4/8/2023,"['thom', 'browne', 'took', 'inspiration', 'clothing', 'modern', 'hanbok', '2023', 'f', 'w', 'fashion', 'shoot', 'models', 'featuring', 'designs', 'without', 'patterns', 'took', 'dslr', 'wuility']","['thom', 'browne', 'took', 'inspiration', 'clothing', 'hanbok', '2023', 'f', 'fashion', 'shoot', 'models', 'featuring', 'designs', 'without', 'patterns', 'took', 'dslr', 'wuility']","['thom', 'brown', 'took', 'inspir', 'cloth', 'modern', 'hanbok', '2023', 'f', 'w', 'fashion', 'shoot', 'model', 'featur', 'design', 'without', 'pattern', 'took', 'dslr', 'wuiliti']"
newbies 63,9.57E+17,a sturdy woman with short brown hair and a no nonsense expression  She wears a simple apron over a plain dress and keeps her long sleeves rolled up to her elbows  Personality Efficient  blunt  motherly,4/8/2023,"['woman', 'hair', 'expression', 'wears', 'apron', 'plain', 'dress', 'keeps', 'sleeves', 'rolled', 'elbows', 'personality', 'efficient', 'blunt', 'motherly']","['woman', 'hair', 'expression', 'wears', 'apron', 'keeps', 'sleeves', 'rolled', 'elbows', 'personality', 'blunt', 'motherly']","['woman', 'hair', 'express', 'wear', 'apron', 'plain', 'dress', 'keep', 'sleev', 'roll', 'elbow', 'person', 'effici', 'blunt', 'motherli']"
newbies 63,1.08E+18,All of space and time as a liquid  vibrant  steaming  hyper vivid  in shape of lightbulb  as an icon,4/8/2023,"['space', 'time', 'liquid', 'vibrant', 'steaming', 'hyper', 'vivid', 'shape', 'lightbulb', 'icon']","['space', 'time', 'vibrant', 'steaming', 'vivid', 'shape', 'lightbulb', 'icon']","['space', 'time', 'liquid', 'vibrant', 'steam', 'hyper', 'vivid', 'shape', 'lightbulb', 'icon']"
newbies 93,8.31E+17,hyper realistic katana  photo realism,4/8/2023,"['katana', 'photo', 'realism']","['katana', 'photo', 'realism']","['katana', 'photo', 'realism']"
newbies 93,1.07E+18,paint in style of mucha EXTERNALURL ,4/8/2023,"['paint', 'style', 'mucha', 'externalurl']","['paint', 'style', 'mucha', 'externalurl']","['paint', 'style', 'mucha', 'externalurl']"
newbies 93,7.61E+17,sunny Finnish midsummer day with boats on a lake surrounded by forest  some clouds in the sky  in the style of a Ghibli anime film,4/8/2023,"['midsummer', 'day', 'boats', 'lake', 'surrounded', 'clouds', 'sky', 'style', 'ghibli', 'anime', 'film']","['midsummer', 'day', 'boats', 'lake', 'surrounded', 'clouds', 'style', 'ghibli', 'anime', 'film']","['midsumm', 'day', 'boat', 'lake', 'surround', 'cloud', 'sky', 'style', 'ghibli', 'anim', 'film']"
newbies 93,2.98E+17,neon san diego skyline with sunset colors ,4/8/2023,"['diego', 'skyline', 'sunset', 'colors']","['diego', 'skyline', 'sunset', 'colors']","['diego', 'skylin', 'sunset', 'color']"
newbies 93,1.05E+18,A photorealistic digital painting of a Caucasian 36 year old man with slightly greying  average length brown hair and a short beard  He is adorned in a gray and red Starfleet uniform  sitting confidently in the captains chair on the bridge of a Federation Starship  The full body composition captures his strong facial features  leadership qualities  and the striking lines of his uniform as he oversees the advanced technology and crew around him  The color palette focuses on the rich hues of his uniform  harmonizing with the sleek  modern backdrop of the Starships bridge  The portrait  captured with a standard lens  showcases the captivating presence and commanding authority of this distinguished man in a futuristic setting   ,4/8/2023,"['painting', '36', 'year', 'man', 'slightly', 'greying', 'hair', 'beard', 'adorned', 'starfleet', 'uniform', 'sitting', 'confidently', 'captains', 'chair', 'bridge', 'federation', 'starship', 'body', 'composition', 'captures', 'features', 'leadership', 'qualities', 'lines', 'uniform', 'oversees', 'technology', 'crew', 'around', 'color', 'palette', 'focuses', 'hues', 'harmonizing', 'backdrop', 'starships', 'bridge', 'portrait', 'captured', 'lens', 'showcases', 'captivating', 'presence', 'commanding', 'authority', 'distinguished', 'man', 'setting']","['painting', '36', 'year', 'man', 'slightly', 'greying', 'hair', 'beard', 'adorned', 'sitting', 'confidently', 'captains', 'chair', 'bridge', 'federation', 'starship', 'body', 'composition', 'captures', 'features', 'leadership', 'qualities', 'lines', 'oversees', 'technology', 'crew', 'around', 'color', 'palette', 'focuses', 'hues', 'harmonizing', 'backdrop', 'starships', 'bridge', 'portrait', 'captured', 'lens', 'showcases', 'captivating', 'presence', 'commanding', 'authority', 'distinguished', 'man', 'setting']","['paint', '36', 'year', 'man', 'slightli', 'grey', 'hair', 'beard', 'adorn', 'starfleet', 'uniform', 'sit', 'confid', 'captain', 'chair', 'bridg', 'feder', 'starship', 'bodi', 'composit', 'captur', 'featur', 'leadership', 'qualiti', 'line', 'uniform', 'overse', 'technolog', 'crew', 'around', 'color', 'palett', 'focus', 'hue', 'harmon', 'backdrop', 'starship', 'bridg', 'portrait', 'captur', 'len', 'showcas', 'captiv', 'presenc', 'command', 'author', 'distinguish', 'man', 'set']"
